,x,y
400,4.689848,-4.2132635
401,4.812588,-3.888101
402,4.3453765,-3.858522
403,4.1793246,-4.10657
404,4.4084153,-4.240117
405,4.373072,-4.1352043
406,4.3123145,-4.1926584
407,4.372506,-4.2665544
408,4.3288546,-4.258489
409,4.5828648,-4.143798
410,4.65353,-3.723659
411,4.3026004,-3.912789
412,4.851686,-4.274525
413,4.462134,-3.787334
414,4.5153065,-3.7731247
415,4.576836,-4.3205833
416,4.853254,-4.308103
417,4.5045037,-3.6520894
418,4.465416,-3.776262
419,4.427857,-3.7451658
420,4.7582445,-4.322247
421,4.735835,-4.1950455
422,4.3409834,-4.1532655
423,4.3521175,-3.9524944
424,4.22071,-4.072457
425,4.61808,-4.1285625
426,4.476975,-4.283867
427,4.7345514,-4.155007
428,4.598151,-4.0536056
429,4.6562605,-4.231945
430,4.6925764,-4.3584065
431,4.591177,-4.349634
432,4.7126765,-3.7214305
433,0.44215453,1.1451775
434,4.843068,-4.3205714
435,4.7936344,-4.154308
436,4.4545984,-4.2584844
437,4.421747,-4.150141
438,4.671926,-4.28493
439,4.8623266,-3.9860299
440,4.75674,-4.1713033
441,4.320728,-4.2078643
442,4.903296,-4.288551
443,4.7025323,-4.2782774
444,4.8625116,-3.9773433
445,4.8042884,-4.1987815
446,4.554673,-3.6789596
447,4.4451294,-3.8457704
448,4.651918,-4.177224
449,4.869216,-4.2065854
450,4.35464,-3.9950519
451,4.8262315,-4.2697597
452,4.805914,-4.2654138
453,4.6799955,-4.2576666
454,4.7086935,-4.22876
455,4.623799,-4.3852777
456,0.32706288,1.0646998
457,4.7842617,-4.084631
458,4.7415395,-4.2852497
459,4.6165195,-4.015849
460,4.485957,-3.825393
461,4.621679,-3.8149328
462,4.702784,-4.28846
463,4.16659,-4.038371
464,4.4774766,-4.340451
465,13.379344,10.993895
466,13.80595,11.057714
467,13.917923,10.98023
468,13.438862,11.071926
469,13.39254,10.990616
470,13.596699,11.017448
471,13.878711,10.983901
472,13.4041,11.038858
473,11.58919,11.873595
474,13.49405,11.108903
475,11.50963,11.945957
476,11.597713,11.918332
477,13.792857,10.980794
478,13.448627,11.072154
479,13.508047,11.027922
480,11.540502,11.972467
481,13.376687,11.123928
482,13.348947,11.145837
483,13.62876,11.00855
484,13.513082,11.060007
485,13.5077505,10.996982
486,13.966399,10.942246
487,13.461525,11.079642
488,11.633525,11.863851
489,13.70869,11.00632
490,13.927034,10.955807
491,13.934371,10.96103
492,13.7041025,10.963037
493,13.832834,11.0033655
494,13.390253,11.122692
495,13.534683,10.996977
496,13.309684,11.162415
497,13.413701,11.121047
498,13.987909,10.99653
499,13.994084,10.9330225
500,13.665973,11.0273
501,13.335476,11.156973
502,13.465283,11.03302
503,13.862371,11.008989
504,13.801335,11.014408
505,13.445154,11.108422
506,13.911332,10.939333
507,13.528104,11.065106
508,13.603119,11.01623
509,13.557338,11.042605
510,13.495343,11.091947
511,13.942115,10.957041
512,11.581986,11.937761
513,13.582166,11.019157
514,11.59105,11.929869
515,13.918987,10.967786
516,13.470921,11.100044
517,11.557844,14.359917
518,11.007411,14.524923
519,11.116371,14.918253
520,11.4997425,14.366187
521,4.6869407,-2.744753
522,11.231154,14.967746
523,11.478603,14.1669445
524,11.475366,14.237726
525,10.719236,12.968961
526,10.777803,14.819757
527,11.36966,14.828526
528,10.7952385,14.785876
529,11.286821,14.922868
530,11.120925,14.797543
531,10.885179,14.897636
532,11.289276,14.395259
533,11.02213,14.916702
534,11.598994,14.38245
535,10.857692,14.627717
536,11.253842,14.878579
537,11.397609,14.316654
538,10.773961,14.709294
539,10.936001,14.633921
540,11.424812,14.839969
541,10.844776,14.79061
542,10.792414,14.863927
543,11.186487,14.96022
544,11.3482485,14.965388
545,11.562913,14.379221
546,11.479648,14.258502
547,11.449611,14.306724
548,11.341685,14.588407
549,11.486454,14.682474
550,11.325388,14.929874
551,10.951988,14.605375
552,11.363602,14.386712
553,11.48174,14.224982
554,11.57619,14.472339
555,11.047612,14.465817
556,11.157456,14.465438
557,11.381433,14.13014
558,11.493673,14.4280405
559,10.908177,14.8409815
560,11.521712,14.697367
561,10.850524,14.872685
562,11.065893,14.928723
563,11.071001,14.93662
564,11.391879,14.873377
565,11.140152,14.950759
566,11.306006,14.824237
567,11.423591,14.7799635
568,10.828115,14.525525
569,11.15531,14.45608
570,11.439512,14.756855
571,11.439404,14.572336
572,11.261468,14.934571
573,10.833407,14.660738
574,11.449202,14.804268
575,11.507718,14.578658
576,11.630735,14.372609
577,11.523457,14.274205
578,11.495188,14.22654
579,11.124908,14.885458
580,10.825572,14.856732
581,11.557145,14.384122
582,11.387203,14.102679
583,6.8508034,12.618865
584,10.85419,14.827481
585,11.09423,14.903803
586,11.573112,14.610912
587,11.5595,14.34035
588,10.817164,14.815088
589,11.410483,14.831792
590,11.52068,14.695565
591,11.363489,14.779466
592,11.278229,14.950506
593,11.446891,14.749385
594,11.496779,14.64683
595,11.488571,14.380022
596,11.478154,14.682523
597,11.387897,14.81897
598,11.3910885,14.1984625
599,11.112698,14.841864
600,11.476769,14.753863
601,11.2038355,14.893124
602,11.586146,14.418312
603,11.407995,14.409939
604,11.603702,14.504887
605,6.918663,12.53938
606,6.4502273,12.950369
607,6.7628183,12.691623
608,6.7569647,12.708353
609,6.5731883,12.869391
610,6.788646,12.636908
611,6.8347397,12.6243
612,6.8269,12.645624
613,7.000473,12.438801
614,6.6455574,12.77114
615,6.8241534,12.596782
616,6.9421296,12.509882
617,6.9110765,12.549518
618,6.125808,13.253045
619,4.838318,-2.7488348
620,6.8920393,12.553962
621,7.0813355,12.351178
622,6.373375,13.023851
623,7.0318723,12.419676
624,6.9984527,12.452181
625,6.808621,12.66398
626,6.6124625,12.819184
627,6.8662624,12.598168
628,6.5116954,12.890116
629,7.03215,12.344842
630,11.2610035,13.876522
631,6.140394,13.239061
632,6.9984236,12.452024
633,6.538635,12.872338
634,6.4910426,12.913618
635,6.9730277,12.477951
636,6.993981,12.432475
637,7.012073,12.430883
638,6.884975,12.578502
639,6.8565907,12.604724
640,4.7873087,-2.7831347
641,6.560278,12.853773
642,6.5104685,12.899429
643,6.8269258,12.65609
644,6.4088273,12.991225
645,6.793057,12.605108
646,6.7803464,12.707876
647,6.802549,12.658132
648,7.113157,12.310651
649,6.0666823,13.307602
650,6.842644,12.609958
651,6.492463,12.917198
652,6.940631,12.51469
653,7.0717516,12.355612
654,7.03903,12.395936
655,7.0129504,12.428487
656,6.8718915,12.590143
657,7.225971,0.6565434
658,7.596331,1.0089698
659,7.197557,0.6353584
660,7.229783,0.66506124
661,7.2997994,0.72985387
662,7.206634,0.6366226
663,7.498252,6.419598
664,7.5667253,0.97899365
665,7.5702715,0.98290074
666,7.572519,0.9879678
667,7.575179,0.99167085
668,7.48945,0.9045458
669,7.2173734,0.6761242
670,7.4743648,0.889675
671,7.3553443,0.7807598
672,7.1734676,0.61713594
673,7.2353544,0.65776354
674,7.491093,0.90585345
675,7.262669,0.6978935
676,7.3886557,0.8048449
677,7.568892,0.9830023
678,7.4124594,0.83503366
679,7.2307715,0.66403574
680,7.554865,0.9654424
681,7.19413,0.63428944
682,7.1592093,0.6072105
683,7.2049785,0.6710384
684,7.273589,0.708373
685,7.5700274,0.9748725
686,7.206413,0.65014863
687,7.3386707,0.76719594
688,7.334902,0.76420784
689,7.5799065,0.99353915
690,7.4913583,0.90918535
691,7.353412,0.7770425
692,7.2801247,0.72277
693,7.2307234,0.6644647
694,7.24565,0.677951
695,7.312194,0.73814833
696,7.260358,0.6942921
697,-2.5241988,7.927173
698,-2.3067927,7.7716713
699,-3.0642536,7.360967
700,-2.8519719,7.1768575
701,-2.8227105,7.17647
702,-2.2185044,7.530404
703,-2.556744,7.6896687
704,-2.234217,7.7537136
705,-2.426747,7.29481
706,-2.2499106,7.2814183
707,-2.4068682,6.9125395
708,-2.1297588,7.6701264
709,-3.0049467,7.4923334
710,-2.3547187,7.370054
711,-2.7036927,7.0737615
712,-2.0638635,7.441626
713,-2.8629801,7.1960154
714,-2.5224237,7.8873525
715,-3.0650449,7.545254
716,-3.1009424,7.4842987
717,-2.735762,7.312746
718,-2.6014905,7.3818665
719,-2.6755345,7.348357
720,-2.9992316,7.2565694
721,-2.1991076,7.3891625
722,-2.3362665,7.801717
723,-2.7452793,7.7950788
724,11.531582,11.958408
725,-2.4562657,7.145972
726,-2.7250516,7.1789503
727,-2.301581,7.5040054
728,-2.5907125,7.5663095
729,-2.540915,7.321129
730,-2.0285401,7.957953
731,-2.0400903,7.422051
732,-2.137207,7.3359265
733,-2.6374397,7.567825
734,-2.5116134,7.4335375
735,-2.9230974,7.5995383
736,-2.382107,6.9824247
737,-2.678218,7.261682
738,-2.677193,7.760197
739,7.4004655,8.738069
740,-3.0941844,7.47875
741,-2.6477828,7.6282225
742,-3.0125248,7.3064556
743,-2.5049772,7.168968
744,-2.6841052,7.3715277
745,-2.9289494,7.5788126
746,-1.8987927,7.905871
747,-2.6544392,7.5585237
748,-2.38911,6.9398036
749,-2.4130237,7.078748
750,-2.2562835,7.2996655
751,-2.3818002,7.2056675
752,-2.3687549,7.3633595
753,-1.9751194,7.9415593
754,-2.2158136,7.915035
755,-2.6770446,7.3830647
756,-2.6514409,7.3431926
757,-2.7307236,7.301133
758,-2.0403073,7.918231
759,-2.6158257,7.7051096
760,-2.4906259,7.684741
761,-2.4576275,7.5532856
762,-2.105873,7.7404723
763,-2.5168545,7.5777116
764,-2.4699166,7.0127435
765,-2.5550103,7.7837477
766,-2.3069308,7.737008
767,-2.0866723,7.392428
768,-2.1537125,7.703192
769,-3.0875669,7.5095797
770,-3.0026178,7.247641
771,-2.2102373,7.7774215
772,-2.5348916,7.8330097
773,-2.857503,7.310779
774,-2.541604,7.7149496
775,-3.0252101,7.513587
776,-2.163008,7.513603
777,-2.665278,7.9054847
778,-2.3501499,7.3781266
779,-2.0893607,7.3839436
780,-2.9212627,7.6002765
781,-2.5231645,7.8820806
782,-2.714992,7.803462
783,-1.966018,7.885045
784,-2.5594192,7.8832703
785,-2.382314,7.155544
786,-2.8062708,7.1164227
787,-2.4124882,6.9401336
788,-2.675117,7.781431
789,-3.0309503,7.5390244
790,-1.9479545,7.896795
791,-2.829036,7.4142895
792,-1.9707977,7.8265452
793,-2.9540691,7.596011
794,-2.1647594,7.8374166
795,-2.271957,7.868443
796,-2.4221044,7.909317
797,-2.8145218,7.3135176
798,-2.582998,7.7617035
799,-2.58332,7.5649166
800,-2.5829642,7.4003077
801,-2.1941774,7.353936
802,-2.7439628,7.2731256
803,-2.9935765,7.2822375
804,-2.2974627,7.456694
805,-2.0581806,7.467825
806,-2.3975985,7.883962
807,-2.3255694,7.8603334
808,-2.1235127,7.690859
809,-2.041636,7.4816003
810,-2.006076,7.6600432
811,-2.9957173,7.468551
812,-2.9369874,7.201188
813,-2.2977493,7.491096
814,-2.741495,7.2595534
815,-2.8187406,7.210941
816,2.7504973,0.502476
817,-2.289377,7.777883
818,-2.1393993,7.442022
819,-3.0232563,7.3025413
820,-2.5967517,7.683465
821,-3.0721254,7.528942
822,-2.1550066,7.765941
823,-2.1243799,7.794568
824,-2.9399247,7.3866034
825,-2.0991242,7.8073897
826,-2.1869385,7.8641033
827,1.4460453,20.441921
828,0.682671,21.4802
829,1.3509849,20.040432
830,0.16563874,19.686005
831,0.26227704,20.936132
832,0.274579,20.377386
833,0.79901344,20.901175
834,-0.23370206,20.917133
835,1.3129162,20.818108
836,0.703949,21.001665
837,0.21231186,20.149738
838,0.2929425,19.935814
839,1.1028126,21.025776
840,0.77299297,21.162619
841,-0.26266655,20.661545
842,1.4482343,20.543554
843,1.5062904,19.872477
844,0.92876333,19.603037
845,0.27709055,20.056383
846,0.27241823,20.573944
847,1.0054554,19.66658
848,0.5350738,21.219223
849,1.3369628,20.682062
850,0.49834073,19.989128
851,-0.05205558,20.519478
852,-0.0830419,19.991276
853,0.82316935,20.565268
854,-0.053755682,20.869173
855,0.01727305,20.875761
856,0.33438286,21.219841
857,-0.15233326,21.141548
858,1.3723056,20.149632
859,0.51356167,19.76983
860,0.43239227,21.059338
861,0.03795091,20.30289
862,1.3209395,20.559462
863,3.6734054,-0.80235094
864,1.354907,20.530363
865,0.6019595,21.423105
866,0.7979237,20.505074
867,1.381176,20.551361
868,1.3181361,20.01299
869,1.1457093,20.528337
870,-0.08296241,19.88691
871,1.2741368,19.724222
872,1.3663359,20.505138
873,0.7860368,21.04536
874,0.25598443,20.287462
875,0.21450554,19.788158
876,-0.09695087,21.217329
877,0.46740016,21.056076
878,0.9000495,20.34806
879,0.36708274,20.465624
880,0.67160076,21.477196
881,0.40329057,21.564375
882,0.52085537,21.01839
883,-0.23580687,20.322346
884,1.2094357,20.755806
885,0.7062169,20.810339
886,1.0900173,20.708178
887,0.54444957,19.977512
888,-0.017670123,19.685112
889,0.35828966,20.515144
890,1.332507,20.672125
891,0.37355688,19.829727
892,1.0369806,19.602673
893,1.0116875,19.64656
894,-0.08634013,21.270937
895,0.5582466,21.117565
896,0.6094334,21.309395
897,-0.08838308,21.195995
898,0.40568072,20.134645
899,1.3187447,20.449884
900,1.456673,20.259985
901,1.0283302,19.450287
902,-0.09353517,20.011793
903,0.25179124,21.332186
904,1.4706767,20.324024
905,0.711751,21.194653
906,1.029784,20.463629
907,1.23588,20.12389
908,0.58875686,21.426506
909,-0.057588417,19.943132
910,0.27523568,20.423378
911,1.3415698,20.426313
912,0.56309044,19.873583
913,0.90863,20.13099
914,1.2518779,20.054846
915,1.3071148,19.639929
916,0.61467123,1.0985456
917,1.0119784,20.106735
918,0.6857873,21.403385
919,0.72210395,21.63093
920,0.2875802,19.89619
921,-0.12874462,20.929758
922,1.3230609,20.090155
923,0.1458267,19.711185
924,0.3717689,21.150051
925,0.26091087,20.81394
926,1.1331294,20.748417
927,0.6716015,20.997114
928,1.0484443,20.971174
929,1.3577733,20.055582
930,1.3510177,20.4513
931,0.28043118,19.867924
932,-0.11018395,19.904926
933,1.2175978,20.839067
934,1.356332,20.123322
935,1.0284518,19.987534
936,1.5456665,19.93125
937,0.84283286,20.964195
938,1.0077461,19.483343
939,1.113975,20.465607
940,0.3574178,20.67943
941,1.3126568,20.571259
942,0.2316481,19.951357
943,-0.21223518,20.972523
944,0.7949579,21.121157
945,0.12563932,19.73421
946,1.2767661,20.718008
947,1.0943102,20.909643
948,0.41876146,20.301912
949,0.39824113,20.060034
950,1.39426,19.577915
951,0.05746641,19.74926
952,1.1446185,19.477741
953,1.2490898,20.372324
954,0.04434654,21.07144
955,-0.11581149,19.89407
956,0.57553834,21.369423
957,0.9473503,20.45714
958,1.3473474,20.455956
959,1.401336,20.04909
960,-0.16503991,21.07236
961,-0.32736072,20.424513
962,0.15399478,20.00772
963,-0.31879961,20.388132
964,-0.012498058,19.998152
965,1.1296437,19.850222
966,0.50621665,19.754118
967,1.0239756,20.363485
968,0.6645879,19.895388
969,1.0817585,20.005669
970,1.0024087,19.426758
971,1.4460279,19.841558
972,-0.23433062,20.964424
973,0.23151372,20.454723
974,-0.09958857,20.843119
975,1.2374496,19.58247
976,0.83656067,20.7807
977,-0.051779676,19.767118
978,0.7256451,21.510775
979,-0.115993306,21.19435
980,0.7760787,21.095644
981,1.2966332,20.4743
982,0.44269294,20.64339
983,1.0739739,20.52234
984,1.1665604,19.898878
985,-0.08958222,21.199621
986,0.2370597,19.780058
987,0.29457864,20.867323
988,1.37527,20.214512
989,0.92210776,19.460245
990,0.24154761,20.931583
991,1.4193097,20.321148
992,0.21788043,20.104546
993,-0.039522644,1.3229897
994,0.6467221,21.495104
995,-0.29773125,20.408203
996,0.37794313,19.886976
997,-0.083482884,20.37763
998,0.25145236,19.780523
999,1.2423338,19.736052
1000,0.08091333,20.22045
1001,0.44256017,21.180182
1002,-0.020286534,19.77367
1003,1.1682445,19.709671
1004,0.9811602,20.144348
1005,0.8574717,19.574398
1006,0.9206838,20.051464
1007,1.1566536,20.543776
1008,0.14254577,20.253159
1009,0.50046635,20.566208
1010,0.5119663,21.237709
1011,-0.014664935,20.033234
1012,1.1549675,20.554737
1013,0.39951137,20.162275
1014,0.25481057,20.838295
1015,1.3586049,19.81411
1016,0.02736057,20.475494
1017,0.529783,20.434757
1018,1.325849,19.920616
1019,0.7796968,19.754787
1020,1.5361857,19.843029
1021,1.2947731,20.300549
1022,1.495071,20.322908
1023,0.07225658,19.716501
1024,0.32853907,20.736935
1025,1.0537968,20.03441
1026,0.91718763,19.62754
1027,0.73020095,21.287256
1028,0.72651047,21.508253
1029,0.71933913,20.347738
1030,0.009445661,20.91944
1031,1.4944236,20.083185
1032,0.4342732,20.780527
1033,1.0431484,19.52003
1034,0.6827494,21.579607
1035,0.34677178,20.581171
1036,1.4418983,20.512589
1037,0.78423685,20.172255
1038,0.5268448,19.941874
1039,1.2821964,19.509527
1040,0.6939805,21.406479
1041,0.3640354,20.47253
1042,0.15648274,21.371752
1043,0.7940963,20.124798
1044,0.092549466,19.718555
1045,0.7071435,20.421104
1046,1.2516866,19.81064
1047,0.60523605,21.589622
1048,11.481076,12.043929
1049,0.09613207,21.371483
1050,0.09616882,20.785038
1051,0.1849928,20.286964
1052,-0.02062783,19.852995
1053,1.1688768,19.57279
1054,0.7573913,21.526363
1055,-0.13416529,20.100252
1056,-0.16454618,21.084057
